;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13-Jun-13 4:43:34 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0854	0x2E4B    	MOV        R4, R27
0x0856	0xE0B1    	LDI        R27, 1
0x0858	0x2E5B    	MOV        R5, R27
0x085A	0xE7B5    	LDI        R27, 117
0x085C	0x2E2B    	MOV        R2, R27
0x085E	0xE0B5    	LDI        R27, 5
0x0860	0x2E3B    	MOV        R3, R27
0x0862	0xDC69    	RCALL      _Sound_Play+0
;Buzzer.c,156 :: 		Lcd_Out(2,1, "World");                   //Show 'World' on LCD
0x0864	0xE3B9    	LDI        R27, lo_addr(?lstr23_Buzzer+0)
0x0866	0x2E4B    	MOV        R4, R27
0x0868	0xE0B1    	LDI        R27, hi_addr(?lstr23_Buzzer+0)
0x086A	0x2E5B    	MOV        R5, R27
0x086C	0xE0B1    	LDI        R27, 1
0x086E	0x2E3B    	MOV        R3, R27
0x0870	0xE0B2    	LDI        R27, 2
0x0872	0x2E2B    	MOV        R2, R27
0x0874	0xD26D    	RCALL      _Lcd_Out+0
;Buzzer.c,157 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x0876	0xE9B0    	LDI        R27, 144
0x0878	0x2E4B    	MOV        R4, R27
0x087A	0xE0B1    	LDI        R27, 1
0x087C	0x2E5B    	MOV        R5, R27
0x087E	0xE2B7    	LDI        R27, 39
0x0880	0x2E2B    	MOV        R2, R27
0x0882	0xE0B5    	LDI        R27, 5
0x0884	0x2E3B    	MOV        R3, R27
0x0886	0xDC57    	RCALL      _Sound_Play+0
;Buzzer.c,159 :: 		Lcd_Out(2,7, "so");                      //Show 'so' on LCD
0x0888	0xE8BA    	LDI        R27, lo_addr(?lstr24_Buzzer+0)
0x088A	0x2E4B    	MOV        R4, R27
0x088C	0xE0B0    	LDI        R27, hi_addr(?lstr24_Buzzer+0)
0x088E	0x2E5B    	MOV        R5, R27
0x0890	0xE0B7    	LDI        R27, 7
0x0892	0x2E3B    	MOV        R3, R27
0x0894	0xE0B2    	LDI        R27, 2
0x0896	0x2E2B    	MOV        R2, R27
0x0898	0xD25B    	RCALL      _Lcd_Out+0
;Buzzer.c,160 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x089A	0xE9B0    	LDI        R27, 144
0x089C	0x2E4B    	MOV        R4, R27
0x089E	0xE0B1    	LDI        R27, 1
0x08A0	0x2E5B    	MOV        R5, R27
0x08A2	0xE2B7    	LDI        R27, 39
0x08A4	0x2E2B    	MOV        R2, R27
0x08A6	0xE0B5    	LDI        R27, 5
0x08A8	0x2E3B    	MOV        R3, R27
0x08AA	0xDC45    	RCALL      _Sound_Play+0
;Buzzer.c,162 :: 		Lcd_Out(2,10, "high");                   //Show 'high' on LCD
0x08AC	0xE8BD    	LDI        R27, lo_addr(?lstr25_Buzzer+0)
0x08AE	0x2E4B    	MOV        R4, R27
0x08B0	0xE0B0    	LDI        R27, hi_addr(?lstr25_Buzzer+0)
0x08B2	0x2E5B    	MOV        R5, R27
0x08B4	0xE0BA    	LDI        R27, 10
0x08B6	0x2E3B    	MOV        R3, R27
0x08B8	0xE0B2    	LDI        R27, 2
0x08BA	0x2E2B    	MOV        R2, R27
0x08BC	0xD249    	RCALL      _Lcd_Out+0
;Buzzer.c,163 :: 		Sound_play(D6,1000);                     //play D6 for 400 milisecond
0x08BE	0xEEB8    	LDI        R27, 232
0x08C0	0x2E4B    	MOV        R4, R27
0x08C2	0xE0B3    	LDI        R27, 3
0x08C4	0x2E5B    	MOV        R5, R27
0x08C6	0xE9B7    	LDI        R27, 151
0x08C8	0x2E2B    	MOV        R2, R27
0x08CA	0xE0B4    	LDI        R27, 4
0x08CC	0x2E3B    	MOV        R3, R27
0x08CE	0xDC33    	RCALL      _Sound_Play+0
;Buzzer.c,167 :: 		Lcd_Cmd(_LCD_CLEAR);
0x08D0	0xE0B1    	LDI        R27, 1
0x08D2	0x2E2B    	MOV        R2, R27
0x08D4	0xD1DB    	RCALL      _Lcd_Cmd+0
;Buzzer.c,168 :: 		Delay_ms(1);
0x08D6	0xE115    	LDI        R17, 21
0x08D8	0xEC07    	LDI        R16, 199
L_Twinkle13:
0x08DA	0x950A    	DEC        R16
0x08DC	0xF7F1    	BRNE       L_Twinkle13
0x08DE	0x951A    	DEC        R17
0x08E0	0xF7E1    	BRNE       L_Twinkle13
;Buzzer.c,169 :: 		Lcd_Out(1,1, "Like");                    //Show 'Like' on LCD
0x08E2	0xE8B3    	LDI        R27, lo_addr(?lstr26_Buzzer+0)
0x08E4	0x2E4B    	MOV        R4, R27
0x08E6	0xE0B0    	LDI        R27, hi_addr(?lstr26_Buzzer+0)
0x08E8	0x2E5B    	MOV        R5, R27
0x08EA	0xE0B1    	LDI        R27, 1
0x08EC	0x2E3B    	MOV        R3, R27
0x08EE	0xE0B1    	LDI        R27, 1
0x08F0	0x2E2B    	MOV        R2, R27
0x08F2	0xD22E    	RCALL      _Lcd_Out+0
;Buzzer.c,170 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x08F4	0xE9B0    	LDI        R27, 144
0x08F6	0x2E4B    	MOV        R4, R27
0x08F8	0xE0B1    	LDI        R27, 1
0x08FA	0x2E5B    	MOV        R5, R27
0x08FC	0xE2B1    	LDI        R27, 33
0x08FE	0x2E2B    	MOV        R2, R27
0x0900	0xE0B6    	LDI        R27, 6
0x0902	0x2E3B    	MOV        R3, R27
0x0904	0xDC18    	RCALL      _Sound_Play+0
;Buzzer.c,172 :: 		Lcd_Out(1,6, "A");                       //Show 'A' on LCD
0x0906	0xE8B8    	LDI        R27, lo_addr(?lstr27_Buzzer+0)
0x0908	0x2E4B    	MOV        R4, R27
0x090A	0xE0B0    	LDI        R27, hi_addr(?lstr27_Buzzer+0)
0x090C	0x2E5B    	MOV        R5, R27
0x090E	0xE0B6    	LDI        R27, 6
0x0910	0x2E3B    	MOV        R3, R27
0x0912	0xE0B1    	LDI        R27, 1
0x0914	0x2E2B    	MOV        R2, R27
0x0916	0xD21C    	RCALL      _Lcd_Out+0
;Buzzer.c,173 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x0918	0xE9B0    	LDI        R27, 144
0x091A	0x2E4B    	MOV        R4, R27
0x091C	0xE0B1    	LDI        R27, 1
0x091E	0x2E5B    	MOV        R5, R27
0x0920	0xE2B1    	LDI        R27, 33
0x0922	0x2E2B    	MOV        R2, R27
0x0924	0xE0B6    	LDI        R27, 6
0x0926	0x2E3B    	MOV        R3, R27
0x0928	0xDC06    	RCALL      _Sound_Play+0
;Buzzer.c,175 :: 		Lcd_Out(1,8, "Dia");                     //Show 'Dia' on LCD
0x092A	0xE9B9    	LDI        R27, lo_addr(?lstr28_Buzzer+0)
0x092C	0x2E4B    	MOV        R4, R27
0x092E	0xE0B0    	LDI        R27, hi_addr(?lstr28_Buzzer+0)
0x0930	0x2E5B    	MOV        R5, R27
0x0932	0xE0B8    	LDI        R27, 8
0x0934	0x2E3B    	MOV        R3, R27
0x0936	0xE0B1    	LDI        R27, 1
0x0938	0x2E2B    	MOV        R2, R27
0x093A	0xD20A    	RCALL      _Lcd_Out+0
;Buzzer.c,176 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x093C	0xE9B0    	LDI        R27, 144
0x093E	0x2E4B    	MOV        R4, R27
0x0940	0xE0B1    	LDI        R27, 1
0x0942	0x2E5B    	MOV        R5, R27
0x0944	0xE7B5    	LDI        R27, 117
0x0946	0x2E2B    	MOV        R2, R27
0x0948	0xE0B5    	LDI        R27, 5
0x094A	0x2E3B    	MOV        R3, R27
0x094C	0xDBF4    	RCALL      _Sound_Play+0
;Buzzer.c,178 :: 		Lcd_Out(1,11, "mond");                   //Show 'mond' on LCD
0x094E	0xE9BD    	LDI        R27, lo_addr(?lstr29_Buzzer+0)
0x0950	0x2E4B    	MOV        R4, R27
0x0952	0xE0B0    	LDI        R27, hi_addr(?lstr29_Buzzer+0)
0x0954	0x2E5B    	MOV        R5, R27
0x0956	0xE0BB    	LDI        R27, 11
0x0958	0x2E3B    	MOV        R3, R27
0x095A	0xE0B1    	LDI        R27, 1
0x095C	0x2E2B    	MOV        R2, R27
0x095E	0xD1F8    	RCALL      _Lcd_Out+0
;Buzzer.c,179 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x0960	0xE9B0    	LDI        R27, 144
0x0962	0x2E4B    	MOV        R4, R27
0x0964	0xE0B1    	LDI        R27, 1
0x0966	0x2E5B    	MOV        R5, R27
0x0968	0xE7B5    	LDI        R27, 117
0x096A	0x2E2B    	MOV        R2, R27
0x096C	0xE0B5    	LDI        R27, 5
0x096E	0x2E3B    	MOV        R3, R27
0x0970	0xDBE2    	RCALL      _Sound_Play+0
;Buzzer.c,181 :: 		Lcd_Out(2,1, "In");                      //Show 'In' on LCD
0x0972	0xE9B2    	LDI        R27, lo_addr(?lstr30_Buzzer+0)
0x0974	0x2E4B    	MOV        R4, R27
0x0976	0xE0B0    	LDI        R27, hi_addr(?lstr30_Buzzer+0)
0x0978	0x2E5B    	MOV        R5, R27
0x097A	0xE0B1    	LDI        R27, 1
0x097C	0x2E3B    	MOV        R3, R27
0x097E	0xE0B2    	LDI        R27, 2
0x0980	0x2E2B    	MOV        R2, R27
0x0982	0xD1E6    	RCALL      _Lcd_Out+0
;Buzzer.c,182 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x0984	0xE9B0    	LDI        R27, 144
0x0986	0x2E4B    	MOV        R4, R27
0x0988	0xE0B1    	LDI        R27, 1
0x098A	0x2E5B    	MOV        R5, R27
0x098C	0xE2B7    	LDI        R27, 39
0x098E	0x2E2B    	MOV        R2, R27
0x0990	0xE0B5    	LDI        R27, 5
0x0992	0x2E3B    	MOV        R3, R27
0x0994	0xDBD0    	RCALL      _Sound_Play+0
;Buzzer.c,184 :: 		Lcd_Out(2,4, "The");                     //Show 'The' on LCD
0x0996	0xE9B5    	LDI        R27, lo_addr(?lstr31_Buzzer+0)
0x0998	0x2E4B    	MOV        R4, R27
0x099A	0xE0B0    	LDI        R27, hi_addr(?lstr31_Buzzer+0)
0x099C	0x2E5B    	MOV        R5, R27
0x099E	0xE0B4    	LDI        R27, 4
0x09A0	0x2E3B    	MOV        R3, R27
0x09A2	0xE0B2    	LDI        R27, 2
0x09A4	0x2E2B    	MOV        R2, R27
0x09A6	0xD1D4    	RCALL      _Lcd_Out+0
;Buzzer.c,185 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x09A8	0xE9B0    	LDI        R27, 144
0x09AA	0x2E4B    	MOV        R4, R27
0x09AC	0xE0B1    	LDI        R27, 1
0x09AE	0x2E5B    	MOV        R5, R27
0x09B0	0xE2B7    	LDI        R27, 39
0x09B2	0x2E2B    	MOV        R2, R27
0x09B4	0xE0B5    	LDI        R27, 5
0x09B6	0x2E3B    	MOV        R3, R27
0x09B8	0xDBBE    	RCALL      _Sound_Play+0
;Buzzer.c,187 :: 		Lcd_Out(2,8, "Sky");                     //Show 'Sky' on LCD
0x09BA	0xE6B9    	LDI        R27, lo_addr(?lstr32_Buzzer+0)
0x09BC	0x2E4B    	MOV        R4, R27
0x09BE	0xE0B0    	LDI        R27, hi_addr(?lstr32_Buzzer+0)
0x09C0	0x2E5B    	MOV        R5, R27
0x09C2	0xE0B8    	LDI        R27, 8
0x09C4	0x2E3B    	MOV        R3, R27
0x09C6	0xE0B2    	LDI        R27, 2
0x09C8	0x2E2B    	MOV        R2, R27
0x09CA	0xD1C2    	RCALL      _Lcd_Out+0
;Buzzer.c,188 :: 		Sound_play(D6,1000);                     //play D6 for 400 milisecond
0x09CC	0xEEB8    	LDI        R27, 232
0x09CE	0x2E4B    	MOV        R4, R27
0x09D0	0xE0B3    	LDI        R27, 3
0x09D2	0x2E5B    	MOV        R5, R27
0x09D4	0xE9B7    	LDI        R27, 151
0x09D6	0x2E2B    	MOV        R2, R27
0x09D8	0xE0B4    	LDI        R27, 4
0x09DA	0x2E3B    	MOV        R3, R27
0x09DC	0xDBAC    	RCALL      _Sound_Play+0
;Buzzer.c,191 :: 		Lcd_Cmd(_LCD_CLEAR);
0x09DE	0xE0B1    	LDI        R27, 1
0x09E0	0x2E2B    	MOV        R2, R27
0x09E2	0xD154    	RCALL      _Lcd_Cmd+0
;Buzzer.c,192 :: 		Delay_ms(1);
0x09E4	0xE115    	LDI        R17, 21
0x09E6	0xEC07    	LDI        R16, 199
L_Twinkle15:
0x09E8	0x950A    	DEC        R16
0x09EA	0xF7F1    	BRNE       L_Twinkle15
0x09EC	0x951A    	DEC        R17
0x09EE	0xF7E1    	BRNE       L_Twinkle15
;Buzzer.c,193 :: 		Lcd_Out(1,1, "Twin");                   //Show 'Twin' on LCD
0x09F0	0xE6BD    	LDI        R27, lo_addr(?lstr33_Buzzer+0)
0x09F2	0x2E4B    	MOV        R4, R27
0x09F4	0xE0B0    	LDI        R27, hi_addr(?lstr33_Buzzer+0)
0x09F6	0x2E5B    	MOV        R5, R27
0x09F8	0xE0B1    	LDI        R27, 1
0x09FA	0x2E3B    	MOV        R3, R27
0x09FC	0xE0B1    	LDI        R27, 1
0x09FE	0x2E2B    	MOV        R2, R27
0x0A00	0xD1A7    	RCALL      _Lcd_Out+0
;Buzzer.c,194 :: 		Sound_play(C6,400);                      //play C6 for 400 milisecond
0x0A02	0xE9B0    	LDI        R27, 144
0x0A04	0x2E4B    	MOV        R4, R27
0x0A06	0xE0B1    	LDI        R27, 1
0x0A08	0x2E5B    	MOV        R5, R27
0x0A0A	0xE1B7    	LDI        R27, 23
0x0A0C	0x2E2B    	MOV        R2, R27
0x0A0E	0xE0B4    	LDI        R27, 4
0x0A10	0x2E3B    	MOV        R3, R27
0x0A12	0xDB91    	RCALL      _Sound_Play+0
;Buzzer.c,196 :: 		Lcd_Out(1,5, "kle");                     //Show 'kle' on LCD
0x0A14	0xE6B0    	LDI        R27, lo_addr(?lstr34_Buzzer+0)
0x0A16	0x2E4B    	MOV        R4, R27
0x0A18	0xE0B0    	LDI        R27, hi_addr(?lstr34_Buzzer+0)
0x0A1A	0x2E5B    	MOV        R5, R27
0x0A1C	0xE0B5    	LDI        R27, 5
0x0A1E	0x2E3B    	MOV        R3, R27
0x0A20	0xE0B1    	LDI        R27, 1
0x0A22	0x2E2B    	MOV        R2, R27
0x0A24	0xD195    	RCALL      _Lcd_Out+0
;Buzzer.c,197 :: 		Sound_play(C6,400);                      //play C6 for 400 milisecond
0x0A26	0xE9B0    	LDI        R27, 144
0x0A28	0x2E4B    	MOV        R4, R27
0x0A2A	0xE0B1    	LDI        R27, 1
0x0A2C	0x2E5B    	MOV        R5, R27
0x0A2E	0xE1B7    	LDI        R27, 23
0x0A30	0x2E2B    	MOV        R2, R27
0x0A32	0xE0B4    	LDI        R27, 4
0x0A34	0x2E3B    	MOV        R3, R27
0x0A36	0xDB7F    	RCALL      _Sound_Play+0
;Buzzer.c,199 :: 		Lcd_Out(1,9, "Twin");                    //Show 'Twin' on LCD
0x0A38	0xE6B4    	LDI        R27, lo_addr(?lstr35_Buzzer+0)
0x0A3A	0x2E4B    	MOV        R4, R27
0x0A3C	0xE0B0    	LDI        R27, hi_addr(?lstr35_Buzzer+0)
0x0A3E	0x2E5B    	MOV        R5, R27
0x0A40	0xE0B9    	LDI        R27, 9
0x0A42	0x2E3B    	MOV        R3, R27
0x0A44	0xE0B1    	LDI        R27, 1
0x0A46	0x2E2B    	MOV        R2, R27
0x0A48	0xD183    	RCALL      _Lcd_Out+0
;Buzzer.c,200 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x0A4A	0xE9B0    	LDI        R27, 144
0x0A4C	0x2E4B    	MOV        R4, R27
0x0A4E	0xE0B1    	LDI        R27, 1
0x0A50	0x2E5B    	MOV        R5, R27
0x0A52	0xE2B1    	LDI        R27, 33
0x0A54	0x2E2B    	MOV        R2, R27
0x0A56	0xE0B6    	LDI        R27, 6
0x0A58	0x2E3B    	MOV        R3, R27
0x0A5A	0xDB6D    	RCALL      _Sound_Play+0
;Buzzer.c,202 :: 		Lcd_Out(1,13, "kle");                    //Show 'kle' on LCD
0x0A5C	0xE7BB    	LDI        R27, lo_addr(?lstr36_Buzzer+0)
0x0A5E	0x2E4B    	MOV        R4, R27
0x0A60	0xE0B0    	LDI        R27, hi_addr(?lstr36_Buzzer+0)
0x0A62	0x2E5B    	MOV        R5, R27
0x0A64	0xE0BD    	LDI        R27, 13
0x0A66	0x2E3B    	MOV        R3, R27
0x0A68	0xE0B1    	LDI        R27, 1
0x0A6A	0x2E2B    	MOV        R2, R27
0x0A6C	0xD171    	RCALL      _Lcd_Out+0
;Buzzer.c,203 :: 		Sound_play(G6,400);                      //play G6 for 400 milisecond
0x0A6E	0xE9B0    	LDI        R27, 144
0x0A70	0x2E4B    	MOV        R4, R27
0x0A72	0xE0B1    	LDI        R27, 1
0x0A74	0x2E5B    	MOV        R5, R27
0x0A76	0xE2B1    	LDI        R27, 33
0x0A78	0x2E2B    	MOV        R2, R27
0x0A7A	0xE0B6    	LDI        R27, 6
0x0A7C	0x2E3B    	MOV        R3, R27
0x0A7E	0xDB5B    	RCALL      _Sound_Play+0
;Buzzer.c,205 :: 		Lcd_Out(2,1, "lit");                     //Show 'lit' on LCD
0x0A80	0xE7BF    	LDI        R27, lo_addr(?lstr37_Buzzer+0)
0x0A82	0x2E4B    	MOV        R4, R27
0x0A84	0xE0B0    	LDI        R27, hi_addr(?lstr37_Buzzer+0)
0x0A86	0x2E5B    	MOV        R5, R27
0x0A88	0xE0B1    	LDI        R27, 1
0x0A8A	0x2E3B    	MOV        R3, R27
0x0A8C	0xE0B2    	LDI        R27, 2
0x0A8E	0x2E2B    	MOV        R2, R27
0x0A90	0xD15F    	RCALL      _Lcd_Out+0
;Buzzer.c,206 :: 		Sound_play(A6,400);                      //play A6 for 400 milisecond
0x0A92	0xE9B0    	LDI        R27, 144
0x0A94	0x2E4B    	MOV        R4, R27
0x0A96	0xE0B1    	LDI        R27, 1
0x0A98	0x2E5B    	MOV        R5, R27
0x0A9A	0xEEB0    	LDI        R27, 224
0x0A9C	0x2E2B    	MOV        R2, R27
0x0A9E	0xE0B6    	LDI        R27, 6
0x0AA0	0x2E3B    	MOV        R3, R27
0x0AA2	0xDB49    	RCALL      _Sound_Play+0
;Buzzer.c,208 :: 		Lcd_Out(2,4, "tle");                     //Show 'tle' on LCD
0x0AA4	0xE7B2    	LDI        R27, lo_addr(?lstr38_Buzzer+0)
0x0AA6	0x2E4B    	MOV        R4, R27
0x0AA8	0xE0B0    	LDI        R27, hi_addr(?lstr38_Buzzer+0)
0x0AAA	0x2E5B    	MOV        R5, R27
0x0AAC	0xE0B4    	LDI        R27, 4
0x0AAE	0x2E3B    	MOV        R3, R27
0x0AB0	0xE0B2    	LDI        R27, 2
0x0AB2	0x2E2B    	MOV        R2, R27
0x0AB4	0xD14D    	RCALL      _Lcd_Out+0
;Buzzer.c,209 :: 		Sound_play(A6,400);                      //play A6 for 400 milisecond
0x0AB6	0xE9B0    	LDI        R27, 144
0x0AB8	0x2E4B    	MOV        R4, R27
0x0ABA	0xE0B1    	LDI        R27, 1
0x0ABC	0x2E5B    	MOV        R5, R27
0x0ABE	0xEEB0    	LDI        R27, 224
0x0AC0	0x2E2B    	MOV        R2, R27
0x0AC2	0xE0B6    	LDI        R27, 6
0x0AC4	0x2E3B    	MOV        R3, R27
0x0AC6	0xDB37    	RCALL      _Sound_Play+0
;Buzzer.c,211 :: 		Lcd_Out(2,8, "Star");                    //Show 'Star' on LCD
0x0AC8	0xE7B6    	LDI        R27, lo_addr(?lstr39_Buzzer+0)
0x0ACA	0x2E4B    	MOV        R4, R27
0x0ACC	0xE0B0    	LDI        R27, hi_addr(?lstr39_Buzzer+0)
0x0ACE	0x2E5B    	MOV        R5, R27
0x0AD0	0xE0B8    	LDI        R27, 8
0x0AD2	0x2E3B    	MOV        R3, R27
0x0AD4	0xE0B2    	LDI        R27, 2
0x0AD6	0x2E2B    	MOV        R2, R27
0x0AD8	0xD13B    	RCALL      _Lcd_Out+0
;Buzzer.c,212 :: 		Sound_play(G6,1000);                     //play G6 for 400 milisecond
0x0ADA	0xEEB8    	LDI        R27, 232
0x0ADC	0x2E4B    	MOV        R4, R27
0x0ADE	0xE0B3    	LDI        R27, 3
0x0AE0	0x2E5B    	MOV        R5, R27
0x0AE2	0xE2B1    	LDI        R27, 33
0x0AE4	0x2E2B    	MOV        R2, R27
0x0AE6	0xE0B6    	LDI        R27, 6
0x0AE8	0x2E3B    	MOV        R3, R27
0x0AEA	0xDB25    	RCALL      _Sound_Play+0
;Buzzer.c,216 :: 		Lcd_Cmd(_LCD_CLEAR);                     //Clear LCD
0x0AEC	0xE0B1    	LDI        R27, 1
0x0AEE	0x2E2B    	MOV        R2, R27
0x0AF0	0xD0CD    	RCALL      _Lcd_Cmd+0
;Buzzer.c,217 :: 		Delay_ms(1);                             //Wait for 1 milisecond
0x0AF2	0xE115    	LDI        R17, 21
0x0AF4	0xEC07    	LDI        R16, 199
L_Twinkle17:
0x0AF6	0x950A    	DEC        R16
0x0AF8	0xF7F1    	BRNE       L_Twinkle17
0x0AFA	0x951A    	DEC        R17
0x0AFC	0xF7E1    	BRNE       L_Twinkle17
;Buzzer.c,218 :: 		Lcd_Cmd(_LCD_CLEAR);                     //Clear LCD
0x0AFE	0xE0B1    	LDI        R27, 1
0x0B00	0x2E2B    	MOV        R2, R27
0x0B02	0xD0C4    	RCALL      _Lcd_Cmd+0
;Buzzer.c,219 :: 		Delay_ms(1);                             //wait for 1 milisecond
0x0B04	0xE115    	LDI        R17, 21
0x0B06	0xEC07    	LDI        R16, 199
L_Twinkle19:
0x0B08	0x950A    	DEC        R16
0x0B0A	0xF7F1    	BRNE       L_Twinkle19
0x0B0C	0x951A    	DEC        R17
0x0B0E	0xF7E1    	BRNE       L_Twinkle19
;Buzzer.c,220 :: 		Lcd_Out(1,1, "How");                     //Show 'How' on LCD
0x0B10	0xEAB2    	LDI        R27, lo_addr(?lstr40_Buzzer+0)
0x0B12	0x2E4B    	MOV        R4, R27
0x0B14	0xE0B0    	LDI        R27, hi_addr(?lstr40_Buzzer+0)
0x0B16	0x2E5B    	MOV        R5, R27
0x0B18	0xE0B1    	LDI        R27, 1
0x0B1A	0x2E3B    	MOV        R3, R27
0x0B1C	0xE0B1    	LDI        R27, 1
0x0B1E	0x2E2B    	MOV        R2, R27
0x0B20	0xD117    	RCALL      _Lcd_Out+0
;Buzzer.c,221 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x0B22	0xE9B0    	LDI        R27, 144
0x0B24	0x2E4B    	MOV        R4, R27
0x0B26	0xE0B1    	LDI        R27, 1
0x0B28	0x2E5B    	MOV        R5, R27
0x0B2A	0xE7B5    	LDI        R27, 117
0x0B2C	0x2E2B    	MOV        R2, R27
0x0B2E	0xE0B5    	LDI        R27, 5
0x0B30	0x2E3B    	MOV        R3, R27
0x0B32	0xDB01    	RCALL      _Sound_Play+0
;Buzzer.c,223 :: 		Lcd_Out(1,5, "I");                       //Show 'I' on LCD
0x0B34	0xEDBE    	LDI        R27, lo_addr(?lstr41_Buzzer+0)
0x0B36	0x2E4B    	MOV        R4, R27
0x0B38	0xE0B0    	LDI        R27, hi_addr(?lstr41_Buzzer+0)
0x0B3A	0x2E5B    	MOV        R5, R27
0x0B3C	0xE0B5    	LDI        R27, 5
0x0B3E	0x2E3B    	MOV        R3, R27
0x0B40	0xE0B1    	LDI        R27, 1
0x0B42	0x2E2B    	MOV        R2, R27
0x0B44	0xD105    	RCALL      _Lcd_Out+0
;Buzzer.c,224 :: 		Sound_play(F6,400);                      //play F6 for 400 milisecond
0x0B46	0xE9B0    	LDI        R27, 144
0x0B48	0x2E4B    	MOV        R4, R27
0x0B4A	0xE0B1    	LDI        R27, 1
0x0B4C	0x2E5B    	MOV        R5, R27
0x0B4E	0xE7B5    	LDI        R27, 117
0x0B50	0x2E2B    	MOV        R2, R27
0x0B52	0xE0B5    	LDI        R27, 5
0x0B54	0x2E3B    	MOV        R3, R27
0x0B56	0xDAEF    	RCALL      _Sound_Play+0
;Buzzer.c,226 :: 		Lcd_Out(1,7, "won");                     //Show 'Won' on LCD
0x0B58	0xEEB0    	LDI        R27, lo_addr(?lstr42_Buzzer+0)
0x0B5A	0x2E4B    	MOV        R4, R27
0x0B5C	0xE0B0    	LDI        R27, hi_addr(?lstr42_Buzzer+0)
0x0B5E	0x2E5B    	MOV        R5, R27
0x0B60	0xE0B7    	LDI        R27, 7
0x0B62	0x2E3B    	MOV        R3, R27
0x0B64	0xE0B1    	LDI        R27, 1
0x0B66	0x2E2B    	MOV        R2, R27
0x0B68	0xD0F3    	RCALL      _Lcd_Out+0
;Buzzer.c,227 :: 		Sound_play(E6,400);                      //play F6 for 400 milisecond
0x0B6A	0xE9B0    	LDI        R27, 144
0x0B6C	0x2E4B    	MOV        R4, R27
0x0B6E	0xE0B1    	LDI        R27, 1
0x0B70	0x2E5B    	MOV        R5, R27
0x0B72	0xE2B7    	LDI        R27, 39
0x0B74	0x2E2B    	MOV        R2, R27
0x0B76	0xE0B5    	LDI        R27, 5
0x0B78	0x2E3B    	MOV        R3, R27
0x0B7A	0xDADD    	RCALL      _Sound_Play+0
;Buzzer.c,229 :: 		Lcd_Out(1,10, "der");                    //Show 'der' on LCD
0x0B7C	0xEDB5    	LDI        R27, lo_addr(?lstr43_Buzzer+0)
0x0B7E	0x2E4B    	MOV        R4, R27
0x0B80	0xE0B0    	LDI        R27, hi_addr(?lstr43_Buzzer+0)
0x0B82	0x2E5B    	MOV        R5, R27
0x0B84	0xE0BA    	LDI        R27, 10
0x0B86	0x2E3B    	MOV        R3, R27
0x0B88	0xE0B1    	LDI        R27, 1
0x0B8A	0x2E2B    	MOV        R2, R27
0x0B8C	0xD0E1    	RCALL      _Lcd_Out+0
;Buzzer.c,230 :: 		Sound_play(E6,400);                      //play E6 for 400 milisecond
0x0B8E	0xE9B0    	LDI        R27, 144
0x0B90	0x2E4B    	MOV        R4, R27
0x0B92	0xE0B1    	LDI        R27, 1
0x0B94	0x2E5B    	MOV        R5, R27
0x0B96	0xE2B7    	LDI        R27, 39
0x0B98	0x2E2B    	MOV        R2, R27
0x0B9A	0xE0B5    	LDI        R27, 5
0x0B9C	0x2E3B    	MOV        R3, R27
0x0B9E	0xDACB    	RCALL      _Sound_Play+0
;Buzzer.c,232 :: 		Lcd_Out(2,1, "what");                    //Show 'what' on LCD
0x0BA0	0xEDB9    	LDI        R27, lo_addr(?lstr44_Buzzer+0)
0x0BA2	0x2E4B    	MOV        R4, R27
0x0BA4	0xE0B0    	LDI        R27, hi_addr(?lstr44_Buzzer+0)
0x0BA6	0x2E5B    	MOV        R5, R27
0x0BA8	0xE0B1    	LDI        R27, 1
0x0BAA	0x2E3B    	MOV        R3, R27
0x0BAC	0xE0B2    	LDI        R27, 2
0x0BAE	0x2E2B    	MOV        R2, R27
0x0BB0	0xD0CF    	RCALL      _Lcd_Out+0
;Buzzer.c,233 :: 		Sound_play(D6,400);                      //play D6 for 400 milisecond
0x0BB2	0xE9B0    	LDI        R27, 144
0x0BB4	0x2E4B    	MOV        R4, R27
0x0BB6	0xE0B1    	LDI        R27, 1
0x0BB8	0x2E5B    	MOV        R5, R27
0x0BBA	0xE9B7    	LDI        R27, 151
0x0BBC	0x2E2B    	MOV        R2, R27
0x0BBE	0xE0B4    	LDI        R27, 4
0x0BC0	0x2E3B    	MOV        R3, R27
0x0BC2	0xDAB9    	RCALL      _Sound_Play+0
;Buzzer.c,235 :: 		Lcd_Out(2,6, "you");                     //Show 'you' on LCD
